ville,code_commune,departement,region,sport,club,fin_saison,division,classement,score_classement,capacite,taux_remplissage,score_event,nb_crea_entreprise,taux_chomage,salaire_median,class,coeff_division,score_sportif,salaire_median_norm,taux_chomage_norm,nb_crea_entreprise_norm,score_economique
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,football,Clermont Foot,2014,2,14,34,13000,0.29,0.0,1144,0.1172,18743.33,0.35,0.5,0.427,0.26870931004208704,0.6063907044299202,0.012401873474503595,0.4168800129690467
Auxerre,89024,Yonne,Bourgogne,football,AJ Auxerre,2017,2,17,37,18541,0.33,0.0,286,0.1247,18720.0,0.2,0.5,0.379,0.26715642715794474,0.5519244734931008,0.002968533544429052,0.38430907438194284
Lorient,56121,Morbihan,Bretagne,football,FC Lorient,2016,1,15,15,16787,0.71,0.0,493,0.1308,18697.2,0.3,1.0,0.733,0.26563882193898036,0.5076252723311547,0.0052444092618246585,0.36269036957208184
Nice,06088,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,football,OGC Nice,2012,1,13,13,36178,0.25,0.0,5537,0.1044,18683.0,0.4,1.0,0.635,0.264693646758748,0.6993464052287581,0.06070101369923258,0.4859011681674945
Lille,59350,Nord,Nord-Pas-de-Calais,football,LOSC Lille,2017,1,11,11,50186,0.59,0.0,3682,0.1287,18680.0,0.5,1.0,0.777,0.26449396186151586,0.522875816993464,0.040306088792136686,0.38738853763740666
Saint-Étienne,42218,Loire,Rhône-Alpes,football,Saint-Étienne,2020,1,17,17,41965,0.58,0.0,2610,0.136,18680.0,0.2,1.0,0.654,0.26449396186151586,0.4698620188816266,0.02851991116388504,0.3549885497673622
Le Mans,72181,Sarthe,Pays de la Loire,football,Le Mans FC,2012,2,17,37,25064,0.33,0.0,846,0.1237,18671.11,0.2,0.5,0.379,0.2639022289493846,0.5591866376180101,0.009125492006948567,0.3897169563922332
Lorient,56121,Morbihan,Bretagne,football,FC Lorient,2015,1,16,16,16787,0.82,0.0,470,0.1324,18624.0,0.25,1.0,0.746,0.2607665104465154,0.49600580973129993,0.004991534182114035,0.35480527613531315
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,football,Clermont Foot,2013,2,14,34,13000,0.31,0.0,1168,0.1131,18613.5,0.35,0.5,0.433,0.2600676133062028,0.6361655773420478,0.012665743122897288,0.4284427055549537
Châteauroux,36044,Indre,Centre,football,LB Châteauroux,2015,2,19,39,17072,0.29,0.0,269,0.1329,18609.48,0.1,0.5,0.327,0.2598000355439117,0.4923747276688454,0.0027816258768168524,0.3514981909903958
Strasbourg,67482,Bas-Rhin,Alsace,football,R. Strasbourg,2017,2,1,21,26109,0.65,0.0,3433,0.1258,18580.0,1.0,0.5,0.7949999999999999,0.2578377986204436,0.5439360929557008,0.037568441190052114,0.3938873865210539
Tours,37261,Indre-et-Loire,Centre,football,Tours FC,2012,2,6,26,12699,0.42,0.0,1121,0.1127,18558.0,0.75,0.5,0.6260000000000001,0.2563734427074077,0.6390704429920117,0.012148998394792972,0.4281590977763654
Marseille,13055,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,football,Marseille,2017,1,5,5,67394,0.59,0.0,10932,0.1181,18550.0,0.8,1.0,0.897,0.25584094964812193,0.5998547567175019,0.12001671174439826,0.46227211409019886
Amiens,80021,Somme,Picardie,football,Amiens SC,2018,1,13,13,12999,0.73,0.0,1562,0.1289,18550.0,0.4,1.0,0.779,0.25584094964812193,0.5214233841684823,0.016997603184027092,0.3715468735355035
Brest,29019,Finistère,Bretagne,football,Stade Brestois,2012,1,15,15,15220,0.89,0.0,830,0.1114,18546.75,0.3,1.0,0.787,0.2556246243427871,0.6485112563543936,0.008949578908019439,0.4309802673683213
Bourg-en-Bresse,01053,Ain,Rhône-Alpes,football,Bourg-en-Bresse,2017,2,15,35,11368,0.22,0.0,323,0.1242,18530.0,0.3,0.5,0.386,0.2545097169999075,0.5555555555555555,0.003375332585702663,0.38126933087059206
Reims,51454,Marne,Champagne-Ardenne,football,Stade de Reims,2017,2,7,27,20519,0.51,0.0,1715,0.1317,18530.0,0.7,0.5,0.633,0.2545097169999075,0.5010893246187362,0.018679772192536886,0.36168843520559957
Laval,53130,Mayenne,Pays de la Loire,football,Stade Lavallois,2012,2,16,36,11107,0.52,0.0,361,0.0952,18518.8,0.25,0.5,0.456,0.25376422671690735,0.766158315177923,0.003793126195659344,0.4864814113735541
Le Havre,76351,Seine-Maritime,Haute-Normandie,football,Le Havre AC,2016,2,4,24,25178,0.3,0.0,891,0.1523,18506.67,0.85,0.5,0.6300000000000001,0.2529568341157652,0.35148874364560645,0.009620247597686742,0.2817372292679527
Montpellier,34172,Hérault,Languedoc-Roussillon,football,Montpellier,2018,1,10,10,22000,0.59,0.0,5411,0.1354,18480.0,0.55,1.0,0.797,0.2511816353793714,0.4742193173565723,0.05931569804516569,0.36724016185261754
Lorient,56121,Morbihan,Bretagne,football,FC Lorient,2014,1,8,8,16787,0.9,0.0,464,0.1283,18475.0,0.65,1.0,0.93,0.2508488272173177,0.5257806826434277,0.004925566770015612,0.3656926555936488
Auxerre,89024,Yonne,Bourgogne,football,AJ Auxerre,2016,2,8,28,18541,0.29,0.0,267,0.1316,18466.15,0.65,0.5,0.5469999999999999,0.25025975677048296,0.5018155410312273,0.0027596367394507114,0.35239149159353217
Bastia,2B033,Haute-Corse,Corse,football,SC Bastia,2017,1,20,20,16480,0.64,0.0,470,0.0892,18460.0,0.05,1.0,0.6120000000000001,0.2498504027311569,0.8097312999273784,0.004991534182114035,0.507301578147209
Auxerre,89024,Yonne,Bourgogne,football,AJ Auxerre,2015,2,9,29,18541,0.33,0.0,246,0.1347,18451.17,0.6,0.5,0.5389999999999999,0.2492626635169701,0.4793028322440088,0.0025287507971062297,0.34062085692734556
Nîmes,30189,Gard,Languedoc-Roussillon,football,Nîmes Olympique,2020,1,18,18,18364,0.35,0.0,2223,0.1328,18450.0,0.15,1.0,0.565,0.2491847864070497,0.4931009440813362,0.02426501308353673,0.3583568931452563
Lille,59350,Nord,Nord-Pas-de-Calais,football,LOSC Lille,2016,1,5,5,50186,0.6,0.0,3133,0.131,18424.0,0.8,1.0,0.9,0.24745418396437088,0.5061728395061728,0.03427007058513094,0.3692031286314002
Châteauroux,36044,Indre,Centre,football,LB Châteauroux,2014,2,18,38,17072,0.33,0.0,270,0.1331,18415.0,0.15,0.5,0.359,0.2468551292726744,0.4909222948438635,0.002792620445499923,0.34559950935375144
Saint-Étienne,42218,Loire,Rhône-Alpes,football,Saint-Étienne,2019,1,4,4,41965,0.68,0.0,2438,0.1366,18410.0,0.85,1.0,0.9440000000000001,0.24652232111062078,0.4655047204066811,0.026628845350396904,0.3446757113227873
Valenciennes,59606,Nord,Nord-Pas-de-Calais,football,Valenciennes FC,2017,2,14,34,25000,0.32,0.0,419,0.1485,18390.0,0.35,0.5,0.436,0.24519108846240634,0.3790849673202614,0.004430811179277437,0.28983432463473197
Reims,51454,Marne,Champagne-Ardenne,football,Stade de Reims,2016,1,18,18,20519,0.66,0.0,1387,0.1329,18380.0,0.15,1.0,0.658,0.2445254721382991,0.4923747276688454,0.015073553664489743,0.35153432952198715
Le Havre,76351,Seine-Maritime,Haute-Normandie,football,Le Havre AC,2015,2,7,27,25178,0.29,0.0,876,0.1519,18375.0,0.7,0.5,0.567,0.24419266397624548,0.35439360929556996,0.009455329067440685,0.27960153477200356
Angers,49007,Maine-et-Loire,Pays de la Loire,football,Angers SCO,2012,2,11,31,19350,0.36,0.0,1136,0.1233,18371.67,0.5,0.5,0.508,0.24397101374031765,0.5620915032679739,0.012313916925039031,0.3847911155926335
Saint-Étienne,42218,Loire,Rhône-Alpes,football,Saint-Étienne,2018,1,7,7,41965,0.67,0.0,1905,0.1364,18330.0,0.7,1.0,0.881,0.24119739051776298,0.4669571532316631,0.020768740242320293,0.3403419029440969
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,football,Clermont Foot,2012,2,5,25,13000,0.42,0.0,1051,0.1106,18317.0,0.8,0.5,0.6460000000000001,0.24033208929642358,0.654320987654321,0.011379378586978033,0.42898301883921897
Guingamp,22070,Côtes d'Armor,Bretagne,football,EA Guingamp,2021,2,9,29,18462,0.25,0.0,62,0.1368,18300.0,0.6,0.5,0.515,0.2392005415454413,0.46405228758169925,0.0005057501594212459,0.32795923548873673
Lorient,56121,Morbihan,Bretagne,football,FC Lorient,2013,1,8,8,16787,0.9,0.0,443,0.122,18273.21,0.65,1.0,0.93,0.23741735541315798,0.5715323166303559,0.00469468082767113,0.3830804408942767
Metz,57463,Moselle,Lorraine,football,FC Metz,2012,2,18,38,28786,0.33,0.0,1084,0.1113,18265.0,0.15,0.5,0.359,0.23687088441106602,0.6492374727668846,0.011742199353519361,0.4252381898246284
Troyes,10387,Aube,Champagne-Ardenne,football,Troyes,2021,2,1,21,20460,0.21,0.0,1090,0.149,18260.0,1.0,0.5,0.663,0.2365380762490124,0.3754538852578069,0.011808166765617785,0.2882462565113173
Bourg-en-Bresse,01053,Ain,Rhône-Alpes,football,Bourg-en-Bresse,2016,2,11,31,11368,0.19,0.0,367,0.1271,18249.29,0.5,0.5,0.457,0.23582520116589362,0.5344952795933189,0.003859093607757768,0.36350726706689573
Marseille,13055,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,football,Marseille,2016,1,13,13,67394,0.65,0.25,9305,0.1225,18248.0,0.4,1.0,0.7800000000000001,0.23573933666008373,0.5679012345679012,0.10212854849704246,0.42931062619650534
Le Havre,76351,Seine-Maritime,Haute-Normandie,football,Le Havre AC,2014,2,12,32,25178,0.3,0.0,934,0.1495,18243.91,0.45,0.5,0.47000000000000003,0.23546709958352385,0.3718228031953522,0.010093014051058776,0.285144748456615
Reims,51454,Marne,Champagne-Ardenne,football,Stade de Reims,2015,1,15,15,20519,0.69,0.0,1235,0.1322,18230.67,0.3,1.0,0.727,0.23458582357040578,0.4974582425562817,0.013402379224663016,0.3492646403186347
Châteauroux,36044,Indre,Centre,football,LB Châteauroux,2013,2,16,36,17072,0.33,0.0,227,0.1296,18225.33,0.25,0.5,0.399,0.23423038445333277,0.5163398692810457,0.0023198539921278887,0.3530220154179199
Auxerre,89024,Yonne,Bourgogne,football,AJ Auxerre,2014,2,16,36,18541,0.3,0.0,257,0.1286,18212.75,0.25,0.5,0.39,0.23339303911760576,0.523602033405955,0.0026496910526200056,0.3564830778763298
Marseille,13055,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,football,Marseille,2015,1,4,4,67394,0.78,0.0,8971,0.1241,18130.67,0.85,1.0,0.9740000000000001,0.22792966032933354,0.5562817719680464,0.0984563625568969,0.41854093139420506
Auxerre,89024,Yonne,Bourgogne,football,AJ Auxerre,2013,2,9,29,18541,0.32,0.0,261,0.1261,18121.11,0.6,0.5,0.536,0.22729333112348718,0.5417574437182281,0.002693669327352288,0.36314288897218505
Montpellier,34172,Hérault,Languedoc-Roussillon,football,Montpellier,2017,1,15,15,22000,0.56,0.0,4948,0.1389,18110.0,0.3,1.0,0.6880000000000001,0.226553831387404,0.44880174291939,0.054225212744904015,0.34213501038710864
Lille,59350,Nord,Nord-Pas-de-Calais,football,LOSC Lille,2015,1,8,8,50186,0.73,0.0,2742,0.1297,18102.39,0.65,1.0,0.879,0.22604729736475837,0.5156136528685547,0.029971194230050357,0.36321134249520587
Reims,51454,Marne,Champagne-Ardenne,football,Stade de Reims,2014,1,11,11,20519,0.76,0.0,1308,0.1282,18094.0,0.5,1.0,0.8280000000000001,0.22548884526883245,0.5265068990559185,0.014204982738527168,0.36055147900475587
Le Havre,76351,Seine-Maritime,Haute-Normandie,football,Le Havre AC,2013,2,6,26,25178,0.34,0.0,882,0.1455,18087.22,0.75,0.5,0.6020000000000001,0.22503755740108783,0.40087145969498916,0.009521296479539108,0.2952114010476993
Nîmes,30189,Gard,Languedoc-Roussillon,football,Nîmes Olympique,2019,1,9,9,18364,0.39,0.0,2176,0.137,18020.0,0.6,1.0,0.757,0.220563284470439,0.4625998547567174,0.023748268355432416,0.3313993753442505
Bastia,2B033,Haute-Corse,Corse,football,SC Bastia,2016,1,10,10,16480,0.7,0.0,416,0.1004,18020.0,0.55,1.0,0.8300000000000001,0.220563284470439,0.728395061728395,0.004397827473228226,0.4546217583889872
Reims,51454,Marne,Champagne-Ardenne,football,Stade de Reims,2013,1,14,14,20519,0.76,0.0,1303,0.1237,18012.8,0.35,1.0,0.768,0.22008404071708174,0.5591866376180101,0.014150009895111814,0.3747019400433937
Lille,59350,Nord,Nord-Pas-de-Calais,football,LOSC Lille,2014,1,3,3,50186,0.77,0.0,2619,0.1264,18000.0,0.9,1.0,0.991,0.21923205182222452,0.5395787944807551,0.028618862282032677,0.37179164911028373
Saint-Étienne,42218,Loire,Rhône-Alpes,football,Saint-Étienne,2017,1,8,8,41965,0.65,0.0,1568,0.1399,17980.0,0.65,1.0,0.855,0.21790081917401008,0.4415395787944807,0.017063570596125514,0.3164619023649071
Valenciennes,59606,Nord,Nord-Pas-de-Calais,football,Valenciennes FC,2016,2,12,32,25000,0.35,0.0,346,0.1449,17978.0,0.45,0.5,0.48500000000000004,0.21776769590918862,0.40522875816993464,0.0036282076654132857,0.2915355612813494
Amiens,80021,Somme,Picardie,football,Amiens SC,2017,2,2,22,12999,0.61,0.0,956,0.1307,17950.0,0.95,0.5,0.7629999999999999,0.21590397020168842,0.5083514887436456,0.01033489456208633,0.34570477973354136
Troyes,10387,Aube,Champagne-Ardenne,football,Troyes,2020,2,4,24,20460,0.31,0.0,865,0.1559,17950.0,0.85,0.5,0.633,0.21590397020168842,0.325344952795933,0.009334388811926908,0.2537012588846053
Marseille,13055,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,football,Marseille,2014,1,6,6,67394,0.56,0.13,8925,0.1245,17930.0,0.75,1.0,0.8810000000000001,0.21457273755347395,0.5533769063180828,0.09795061239747564,0.41149285437916877
Petit-Quevilly,76498,Seine-Maritime,Haute-Normandie,football,Quevilly Rouen,2018,2,19,39,8372,0.32,0.0,225,0.1493,17930.0,0.1,0.5,0.336,0.21457273755347395,0.3732752360203341,0.0022978648547617476,0.2736156454589375
Arles,13004,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,football,AC Arles-Avignon,2015,2,20,40,17518,0.08,0.0,473,0.1026,17916.67,0.05,0.5,0.24400000000000002,0.2136854709934389,0.7124183006535948,0.005024517888163247,0.4441955976682546
Lorient,56121,Morbihan,Bretagne,football,FC Lorient,2012,1,17,17,16787,0.93,0.0,465,0.1167,17915.0,0.2,1.0,0.7590000000000001,0.21357431306731312,0.6100217864923747,0.004936561338698683,0.39290889914246196
Valenciennes,59606,Nord,Nord-Pas-de-Calais,football,Valenciennes FC,2015,2,16,36,25000,0.33,0.0,350,0.1462,17896.0,0.25,0.5,0.399,0.2123096420515094,0.39578794480755264,0.0036721859401455683,0.2846539221944529
Lille,59350,Nord,Nord-Pas-de-Calais,football,LOSC Lille,2013,1,6,6,50186,0.81,0.0,2521,0.1231,17842.0,0.75,1.0,0.9430000000000001,0.20871531390133038,0.5635439360929557,0.02754139455109176,0.37902879088255587
Bastia,2B033,Haute-Corse,Corse,football,SC Bastia,2015,1,12,12,16480,0.78,0.0,406,0.1032,17830.5,0.45,1.0,0.8140000000000001,0.20794985512860706,0.7080610021786492,0.0042878817863975195,0.43935438403396615
Marseille,13055,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,football,Marseille,2013,1,2,2,67394,0.5,0.13,9140,0.1246,17828.0,0.95,1.0,0.9430000000000001,0.20778345104758025,0.5526506899055919,0.10031444466433581,0.40959594770399593
Montpellier,34172,Hérault,Languedoc-Roussillon,football,Montpellier,2016,1,12,12,22000,0.58,0.0,4233,0.1399,17814.0,0.45,1.0,0.754,0.20685158819383015,0.4415395787944807,0.04636409613650856,0.3266924727430267
Saint-Étienne,42218,Loire,Rhône-Alpes,football,Saint-Étienne,2015,1,5,5,41965,0.77,0.38,1432,0.1433,17802.0,0.8,1.0,0.9890000000000001,0.20605284860490147,0.4168482207697892,0.015568309255227918,0.29862940445446917
Troyes,10387,Aube,Champagne-Ardenne,football,Troyes,2019,2,3,23,20460,0.33,0.0,743,0.1633,17790.0,0.9,0.5,0.659,0.2052541090159728,0.2716049382716049,0.0079930514325923,0.22190063845848773
Saint-Étienne,42218,Loire,Rhône-Alpes,football,Saint-Étienne,2014,1,4,4,41965,0.72,0.13,1471,0.1379,17781.71,0.85,1.0,0.9690000000000001,0.20470231308328785,0.4560639070442992,0.01599709743386767,0.3179114274723986
Nîmes,30189,Gard,Languedoc-Roussillon,football,Nîmes Olympique,2018,2,2,22,18364,0.47,0.0,1900,0.137,17770.0,0.95,0.5,0.7210000000000001,0.20392287636775835,0.4625998547567174,0.02071376739890494,0.3232259616249145
Auxerre,89024,Yonne,Bourgogne,football,AJ Auxerre,2012,1,20,20,18541,0.65,0.0,253,0.1211,17769.33,0.05,1.0,0.615,0.20387828007404327,0.5780682643427741,0.0026057127778877235,0.3718883005899482
Saint-Étienne,42218,Loire,Rhône-Alpes,football,Saint-Étienne,2016,1,6,6,41965,0.72,0.0,1461,0.1424,17765.33,0.75,1.0,0.916,0.20361203354440038,0.4233841684822076,0.015887151747036962,0.30108047353238243
Valenciennes,59606,Nord,Nord-Pas-de-Calais,football,Valenciennes FC,2014,1,19,19,25000,0.57,0.0,352,0.1408,17762.0,0.1,1.0,0.611,0.20339038330847256,0.4350036310820623,0.0036941750775117094,0.300705056403176
Saint-Ouen,93070,Seine-Saint-Denis,Île-de-France,football,Red Star FC,2017,2,19,39,5600,0.88,0.0,1205,0.1355,17760.0,0.1,0.5,0.504,0.20325726004365113,0.47349310094408126,0.0130725421641709,0.3245857255715865
Châteauroux,36044,Indre,Centre,football,LB Châteauroux,2012,2,14,34,17072,0.36,0.0,297,0.1274,17752.78,0.35,0.5,0.448,0.20277668505764562,0.532316630355846,0.0030894737999428283,0.3488137261009527
Saint-Étienne,42218,Loire,Rhône-Alpes,football,Saint-Étienne,2013,1,5,5,41965,0.55,0.0,1426,0.1341,17694.0,0.8,1.0,0.8850000000000001,0.19886419230454344,0.4836601307189542,0.015502341843129494,0.32912691320285925
Reims,51454,Marne,Champagne-Ardenne,football,Stade de Reims,2012,2,2,22,20519,0.63,0.0,1355,0.1182,17693.33,0.95,0.5,0.7689999999999999,0.19881959601082835,0.5991285403050108,0.014721727466631484,0.3864529722901525
Arles,13004,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,football,AC Arles-Avignon,2013,2,11,31,17518,0.13,0.0,534,0.1116,17646.67,0.5,0.5,0.43900000000000006,0.19571383024254382,0.6470588235294117,0.005695186577830551,0.40466253715063866
Montpellier,34172,Hérault,Languedoc-Roussillon,football,Montpellier,2015,1,7,7,22000,0.58,0.0,3874,0.1399,17640.0,0.7,1.0,0.854,0.19526986415436443,0.4415395787944807,0.042417045979286236,0.3200862580486292
Le Havre,76351,Seine-Maritime,Haute-Normandie,football,Le Havre AC,2012,2,15,35,25178,0.32,0.0,882,0.1415,17633.33,0.3,0.5,0.41600000000000004,0.19482589806618503,0.429920116194626,0.009521296479539108,0.2976510655635566
Guingamp,22070,Côtes d'Armor,Bretagne,football,EA Guingamp,2020,2,8,28,18462,0.49,0.0,45,0.1368,17630.0,0.65,0.5,0.607,0.1946042478302572,0.46405228758169925,0.00031884249180904635,0.310027264168857
Valenciennes,59606,Nord,Nord-Pas-de-Calais,football,Valenciennes FC,2013,1,11,11,25000,0.62,0.0,338,0.1402,17590.67,0.5,1.0,0.786,0.19198637882754335,0.439360929557008,0.0035402511159487214,0.2982451418674957
Arles,13004,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,football,AC Arles-Avignon,2014,2,13,33,17518,0.12,0.0,532,0.1084,17585.56,0.4,0.5,0.396,0.19164624888592477,0.6702977487291213,0.00567319744046441,0.4146439726391628
Marseille,13055,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,football,Marseille,2012,1,10,10,67394,0.6,0.88,9157,0.1237,17548.0,0.55,1.0,0.888,0.18914619397257795,0.5591866376180101,0.10050135233194801,0.4055024725640103
Lille,59350,Nord,Nord-Pas-de-Calais,football,LOSC Lille,2012,1,3,3,50186,0.34,0.13,2503,0.1214,17534.0,0.9,1.0,0.8750000000000001,0.18821433111882782,0.5758896151053015,0.02734349231479649,0.3769022861575801
Guingamp,22070,Côtes d'Armor,Bretagne,football,EA Guingamp,2019,1,20,20,18462,0.8,0.0,55,0.1367,17460.0,0.05,1.0,0.66,0.18328877032043436,0.4647785039941903,0.00042878817863975196,0.3059191542145888
Troyes,10387,Aube,Champagne-Ardenne,football,Troyes,2018,1,19,19,20460,0.6,0.0,634,0.1633,17450.0,0.1,1.0,0.62,0.18262315399632714,0.2716049382716049,0.006794643446137608,0.21224905245740214
Saint-Étienne,42218,Loire,Rhône-Alpes,football,Saint-Étienne,2012,1,7,7,41965,0.51,0.0,1409,0.128,17397.78,0.7,1.0,0.833,0.17914730555183914,0.5279593318809004,0.015315434175517294,0.3432963052489445
Nîmes,30189,Gard,Languedoc-Roussillon,football,Nîmes Olympique,2017,2,6,26,8033,0.82,0.0,1517,0.1408,17390.0,0.75,0.5,0.746,0.1786294560516838,0.4350036310820623,0.016502847593288916,0.2972050217583491
Guingamp,22070,Côtes d'Armor,Bretagne,football,EA Guingamp,2018,1,12,12,18462,0.79,0.0,42,0.1368,17360.0,0.45,1.0,0.8170000000000001,0.1766326070793621,0.46405228758169925,0.00028585878575983464,0.3028221160154744
Saint-Ouen,93070,Seine-Saint-Denis,Île-de-France,football,Red Star FC,2016,2,5,25,5600,0.34,0.0,996,0.1334,17328.67,0.8,0.5,0.6220000000000001,0.17454723113593404,0.4887436456063907,0.010774677309409153,0.31957805391227356
Montpellier,34172,Hérault,Languedoc-Roussillon,football,Montpellier,2014,1,15,15,22000,0.67,0.0,3856,0.1367,17315.65,0.3,1.0,0.7210000000000001,0.17368059868194666,0.4647785039941903,0.04221914374299096,0.3229710633413693
Bastia,2B033,Haute-Corse,Corse,football,SC Bastia,2014,1,10,10,16480,0.83,0.0,454,0.1042,17306.21,0.55,1.0,0.869,0.17305225687198927,0.70079883805374,0.004815621083184907,0.42202813231725816
Bastia,2B033,Haute-Corse,Corse,football,CA Bastia,2014,2,20,40,16480,0.09,0.0,454,0.1042,17306.21,0.05,0.5,0.247,0.17305225687198927,0.70079883805374,0.004815621083184907,0.42202813231725816
Lens,62498,Pas-de-Calais,Nord-Pas-de-Calais,football,RC Lens,2021,1,7,7,38223,0.13,0.0,473,0.1668,17250.0,0.7,1.0,0.719,0.1693108275141826,0.24618736383442252,0.005024517888163247,0.19333027186696594
